x1,x2
8.419912291453596,2.1091177347080983
7.912415272314346,3.871309747130689
8.168888594896904,3.9979410694589443
8.906881886404799,3.0061906675372954
6.130606898914089,2.115382163827755
8.610667289907592,1.7597988637717703
7.73864592913044,3.270784490951226
9.175656556609209,2.5399842428364687
7.485209832733497,2.9580433868036
8.280730375848082,2.876602538083125
8.839414679108648,2.3606849335772226
8.096128746703235,3.3561701681976155
7.679813752075315,3.6717679492479736
8.11916683299388,3.6310765705218193
8.155283286439065,3.301123657189782
7.494086594520516,2.4953826358470215
8.979517183943022,3.508408355616266
7.181627867022079,3.144690739723865
6.100979157171659,2.5408478690404666
8.768822141295924,2.8998835290310723
8.094330135732825,0.5868950027838307
7.686197105491079,3.27061777906177
8.372231900318672,3.7698845690674916
7.831793798581257,2.8674753499006806
6.93430605647211,2.8363827686614416
6.990739950081761,1.5217039041556664
7.131856503911537,4.206947926243178
7.783551038789379,3.1759018904186926
4.5892029990415555,7.5675591844384815
5.748890499943766,7.262241488115529
4.556165858566673,8.956308095319951
5.184391714743884,8.418824316376904
3.5296308135560204,8.35912536613165
4.40099360990427,8.381525203875936
5.7760468721660825,8.029117777488686
5.240783419550527,9.126637629774333
5.768364061977336,8.893494502610455
5.632904773758047,8.86222388952472
5.34751402126784,7.797647130202208
2.889377538967113,9.302037482852683
5.344946500831384,9.380401866521506
4.580053988196257,10.191777801768298
4.632097747410382,9.336703215737895
5.475708980003263,10.374992127799288
4.746376304168133,8.477445675016678
3.801483692467741,10.24189360532998
5.3371287256388324,9.362448884715441
7.493363393059136,9.26003579294904
3.9581428759199744,8.843277140005618
4.220174072921077,8.683305284333782
4.677928317796314,8.53038048714636
3.8853739957156823,10.274001306937837
5.239078435550715,8.81962237223981
5.606110263612594,9.376853819879512
5.220552586193638,9.547998458213462
5.1071477950069255,9.536177165593273
5.60248984070222,9.130174988026242
4.823684405203108,10.224318241163127
4.6176787681812534,9.313050880341876
5.331126728591253,8.512353718189091
4.353742091750806,8.716918383304119
4.606226517459514,7.833495550688908
4.4788039339845795,9.21297838770765
6.012754867318879,9.443513068138907
2.9203724013038093,9.513042971805863
4.553478571283426,9.362464059750211
4.9886917926314975,8.845849899130538
4.918211417630287,8.982060553384176
6.075523977672195,8.98427185033193
5.868428906544961,9.751924692676525
5.533636438066923,7.570704943896258
5.8933061249292855,8.63367896469153
5.572581824859818,8.221973733407669
4.051940765357395,10.58111098946496
4.234413546529509,9.916885311241398
5.094736257149217,8.663903953311863
4.9641368925358345,7.959124402774951
4.988996496312615,8.133807748883232
4.683644964548812,9.74023965117566
5.203352541246126,7.814263600895583
5.681190501531096,8.994320190472687
4.566251785272529,9.597341043127145
4.8662345304183985,8.06747092807543
6.478247769159683,8.98617004568721
4.934891836414226,8.675915862615527
5.943972591566071,8.580097193486369
3.764016112950716,8.457057870483217
6.061419680363834,9.665705729165694
4.795987477872111,10.09860411331238
5.598353783057506,8.786728509092315
4.867272115919136,9.263454185556347
4.334490440268947,9.00360405240748
5.246810691690632,7.650427009113168
4.848543741945682,8.757555051707449
5.822454415968258,7.524402404951172
4.694795184237031,8.61459628210833
5.768056771137281,8.965162744508087
6.436875716521896,9.52977070552511
4.671821604648385,9.191726957247168
4.716744952504434,9.687516872392337
3.93424182936719,8.341043218742934
5.364551934843937,9.980605158978896
3.238425123088641,10.099576972792333
4.887891897257595,7.4929000304502695
2.598617726488529,7.776491147353376
4.984236115323679,8.947281569752892
5.506560347767448,8.56041025795123
4.1135675628430635,8.669530889871286
5.026888229529262,9.184618235964223
4.368668240582076,9.721157360268288
4.5028825826207735,8.304226110140076
4.566086792425368,9.859872140562086
4.893762837647473,8.444389197544183
5.740886200358835,10.714198831958997
5.167746107447158,9.987073968692346
5.828862360459832,8.515488198673333
5.021307344380986,7.97396429623681
4.836046186910692,8.499047704699422
4.677691234259492,8.40008397489573
4.770322553443546,9.425786149011932
4.904406471648003,7.5085014417956915
4.403103548081211,7.784480517953398
5.1952481807854145,9.40265389124335
5.205238577483332,8.37007648536049
5.197483143304973,8.6239085953849
4.089419640199798,9.593543935767144
5.654422202979018,9.759116384866804
4.5133211199740355,9.943489850154464
